epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.268871620456519,2.1982901380175637,23.2,75.6
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,2.029855663453981,2.2257496128006586,18.4,73.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,1.937128822998644,2.735060341774471,20.1,61.9
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,1.8975680903183607,2.4209657793953303,25.0,69.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,1.8397045998810873,1.5322658712901767,45.6,91.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,1.797150644331216,1.7456433744657607,40.9,83.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,1.746330856640568,1.8083321083159674,37.7,85.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,1.720666079546633,1.8027743328185308,38.2,82.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
8,1.697096143753079,1.4087207497112335,49.5,92.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
9,1.6856015791248171,1.6002887373878842,49.0,89.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
10,1.6445771262739053,1.4999970590311384,46.0,92.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
11,1.629069931354387,1.484811613720561,48.9,88.6
epoch,train_loss,eval_loss,eval_top1,eval_top5
12,1.5856182570983506,1.3013342699361226,55.4,94.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
13,1.5727666985521962,1.184537573939278,57.7,95.9
epoch,train_loss,eval_loss,eval_top1,eval_top5
14,1.526212309497107,1.3883815507094066,50.3,92.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
15,1.4886669000060533,1.3725244258604352,55.4,91.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
16,1.4673996767115338,1.0171692352446298,65.0,96.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
17,1.458496385621855,0.9759864073897165,68.7,97.2
epoch,train_loss,eval_loss,eval_top1,eval_top5
18,1.4492299156893191,1.122709133558803,62.7,96.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
19,1.420820825464785,1.010131239654526,65.5,97.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
20,1.4092739355945927,0.9528414067767915,67.4,97.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
21,1.4125573781461478,1.2661364776274515,56.6,92.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
22,1.3986516166412108,1.097526722011112,62.2,97.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
23,1.379499852339144,1.0229029362163846,65.4,96.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
24,1.4012158541704836,0.94150401344375,70.6,97.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
25,1.3584611070113675,1.0344538938194987,65.5,96.2
epoch,train_loss,eval_loss,eval_top1,eval_top5
26,1.351159038280677,1.132570392082608,63.7,94.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
27,1.3772444260502201,1.0479751924673717,65.8,96.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
28,1.3484362276847677,0.9106406101158687,70.6,97.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
29,1.3295622979194668,0.9452752442586989,69.8,97.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
30,1.3234113586330754,1.2280796216357321,58.4,95.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
31,1.3131030874320198,0.8449300522842105,72.2,97.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
32,1.2991482651530635,0.9604508751441562,68.5,96.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
33,1.2983060735824694,0.8801452744574774,70.7,97.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
34,1.2853486802017986,0.9052826071542407,68.9,96.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
35,1.2674322451773063,0.9630465179918304,69.9,97.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
36,1.260218441910591,0.9547027720818444,69.4,97.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
37,1.2504569873266798,0.8645581832480809,71.8,97.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
38,1.2598512555568668,0.933036741992784,70.2,97.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
39,1.2429928610969694,0.9028153745901017,71.4,98.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
40,1.2543444249553612,0.9624016403205811,68.8,97.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
41,1.2186089005334522,0.8092714995145798,75.4,98.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
42,1.1905645887198397,0.7719470499053834,74.8,98.2
epoch,train_loss,eval_loss,eval_top1,eval_top5
43,1.1914079501111312,0.7975881035838809,76.6,97.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
44,1.1966718187111554,0.8274313099091015,73.3,96.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
45,1.1799980345782013,0.9442607672914626,70.7,98.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
46,1.171030130993005,0.8486264717011225,73.8,98.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
47,1.1347644912390522,0.8219412539213423,73.5,98.2
epoch,train_loss,eval_loss,eval_top1,eval_top5
48,1.1359798896567253,0.8331662631697125,73.7,98.2
epoch,train_loss,eval_loss,eval_top1,eval_top5
49,1.1408891579222424,0.8031397014856339,75.9,97.9
epoch,train_loss,eval_loss,eval_top1,eval_top5
50,1.119447770704154,0.7560626578236384,76.5,97.9
epoch,train_loss,eval_loss,eval_top1,eval_top5
51,1.1427597136259928,0.9132064975916393,71.4,97.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
52,1.0927217497732291,0.7458349409557524,78.2,97.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
53,1.0893956433411596,0.7642354757066757,75.4,99.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
54,1.0804328062568271,0.86175268758384,73.6,97.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
55,1.0837970171322602,0.8688038296642757,72.8,97.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
56,1.067485671450659,0.7313252853022681,78.9,98.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
57,1.0573647162243989,0.7726196854833572,76.8,97.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
58,1.0640730936332106,0.7311253859883263,78.3,98.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
59,1.021770898027352,0.7725938109178392,76.7,98.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
60,1.0372335640348997,0.7666528679075695,77.8,98.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
61,1.0203827403194115,0.7658197103984772,77.4,98.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
62,1.0073021809401461,0.6991139707111177,79.2,98.6
epoch,train_loss,eval_loss,eval_top1,eval_top5
63,0.9777803433747478,0.6906565469172266,79.1,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
64,0.9855066500736726,0.710728688372506,80.6,98.0
epoch,train_loss,eval_loss,eval_top1,eval_top5
65,0.9927677219448565,0.7064221118177686,80.6,98.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
66,0.9893134932076804,0.7113188864692809,79.9,99.2
epoch,train_loss,eval_loss,eval_top1,eval_top5
67,0.9421087263741952,0.7784159552483332,78.0,97.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
68,0.9400584915142467,0.8192754648034535,76.6,97.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
69,0.9203386094646522,0.6601959410167876,82.0,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
70,0.9445857124608606,0.7036080010353573,80.3,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
71,0.9065626460886511,0.7634628632711986,79.3,97.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
72,0.911282763362355,0.6047055480026063,82.1,98.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
73,0.8914114778788489,0.6608139264678198,80.3,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
74,0.8950328396308465,0.6257997519440122,82.9,98.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
75,0.6029192611203923,0.6246423475326054,82.1,98.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
76,0.5965606719785738,0.5904569960539303,82.7,98.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
77,0.5878452738196824,0.6125414648226329,81.4,98.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
78,0.5829845004022334,0.6477609193987317,81.6,98.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
79,0.583795430715398,0.6537857688372097,80.9,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
80,0.5710963765921542,0.6145742200906315,82.2,98.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
81,0.5676701843102208,0.5978487387063012,83.4,98.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
82,0.5614083621425561,0.6009482679859041,82.3,98.6
epoch,train_loss,eval_loss,eval_top1,eval_top5
83,0.5614191470833435,0.5916627076646638,83.2,98.6
epoch,train_loss,eval_loss,eval_top1,eval_top5
84,0.5578359546822586,0.5891074150327652,83.6,98.6
epoch,train_loss,eval_loss,eval_top1,eval_top5
85,0.5595541065061644,0.5835580318456605,82.8,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
86,0.5552728273690383,0.5654111949224321,84.4,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
87,0.5506809943511393,0.5722165657650857,83.7,98.2
epoch,train_loss,eval_loss,eval_top1,eval_top5
88,0.5480191035202814,0.577636274198691,83.2,98.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
89,0.5465825329471737,0.5478054114750454,84.3,98.9
epoch,train_loss,eval_loss,eval_top1,eval_top5
90,0.543021571911951,0.5574906454199836,84.4,98.6
epoch,train_loss,eval_loss,eval_top1,eval_top5
91,0.5449056004926404,0.5671651552593897,83.7,98.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
92,0.5414614613794347,0.5613035177664151,84.1,98.9
epoch,train_loss,eval_loss,eval_top1,eval_top5
93,0.5399723899322049,0.5695040192868974,84.1,98.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
94,0.5425739136667014,0.5751211998008546,83.4,98.4
epoch,train_loss,eval_loss,eval_top1,eval_top5
95,0.5405910983416533,0.5607832284673812,84.0,98.2
epoch,train_loss,eval_loss,eval_top1,eval_top5
96,0.538525956169142,0.5595420565870073,84.0,98.8
epoch,train_loss,eval_loss,eval_top1,eval_top5
97,0.5417763023401919,0.5590275067185598,83.7,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
98,0.537499443492007,0.5556663867263567,84.6,98.5
epoch,train_loss,eval_loss,eval_top1,eval_top5
99,0.5381231347224891,0.577628305034032,83.7,98.9
epoch,train_loss,eval_loss,eval_top1,eval_top5
100,0.540029123902745,0.560507693815799,84.5,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
101,0.5411984024310875,0.56679833928744,84.6,98.3
epoch,train_loss,eval_loss,eval_top1,eval_top5
102,0.5399312350461491,0.5768447678003993,83.6,98.6
epoch,train_loss,eval_loss,eval_top1,eval_top5
103,0.5401160106115919,0.5610225090668315,83.9,98.7
epoch,train_loss,eval_loss,eval_top1,eval_top5
104,0.5415659137467896,0.5620564992229143,84.5,98.1
epoch,train_loss,eval_loss,eval_top1,eval_top5
105,0.5407429557041765,0.5556175901539742,84.2,98.5
